id,tweetContent,tweetContentProcessed
tweetImg85,"Photos on Thursday show the impact of the powerful rains that destroyed two dams in Libya over the weekend. More than 5,000 people are feared dead, and entire neighborhoods in the coastal city of Derna were carried out to sea, the local authorities said. https://t.co/jxIHj7qX81 https://t.co/8DTqNPYFyV",Photos on Thursday show the impact of the powerful rains that destroyed two dams in Libya over the weekend More than 5000 people are feared dead and entire neighborhoods in the coastal city of Derna were carried out to sea the local authorities said
tweetImg86,"""They came out moist and full of flavor, and barely made it out of my kitchen.""

✨ Baked Apple Cider Doughnuts ✨ https://t.co/T3OB5UYaUl https://t.co/aXmfiWrbGE",They came out moist and full of flavor and barely made it out of my kitchen Baked Apple Cider Doughnuts
tweetImg87,"NASA now has a UFO research director, the agency announced on Thursday. The role is part of its response to recommendations from an independent panel to better study information about “unidentified anomalous phenomena,” or UAP — the modern term for UFOs. https://t.co/mJvitxl3dF https://t.co/MfdSK1R5f5",NASA now has a UFO research director the agency announced on Thursday The role is part of its response to recommendations from an independent panel to better study information about unidentified anomalous phenomena or UAP the modern term for UFOs
tweetImg88,"There are over 8,000 pizzerias in New York City — so how did a Brooklyn pizza shop with no deliveries become a celebrity destination? They took notes from the sneaker world. https://t.co/Jfv6bSqA37 https://t.co/MgBtdbsPf8",There are over 8000 pizzerias in New York City so how did a Brooklyn pizza shop with no deliveries become a celebrity destination They took notes from the sneaker world
tweetImg89,"From @TheAthletic: “She’s only 16? That’s crazy.” Jade Avedisian wants to be respected as a race car driver on and off the track, period — not recognized because her gender is different than the majority of her competitors. https://t.co/oQmee5Qq1r https://t.co/QtyXRI2b5F",From TheAthletic Shes only 16 Thats crazy Jade Avedisian wants to be respected as a race car driver on and off the track period not recognized because her gender is different than the majority of her competitors
tweetImg90,You don't even need a colander for this vegetarian one-pot spaghetti. https://t.co/WY1Bm1tn4s https://t.co/lPP0yigHaT,You dont even need a colander for this vegetarian onepot spaghetti
tweetImg91,"From @TheAthletic: An Arnold Amateur Strongman champion, a sumo wrestler, two tribesmen, an openly gay defensive lineman, a 30-something father of three: Meet college football’s most interesting team — also in Colorado, but not Deion's squad.
https://t.co/LOCqPTUoRC https://t.co/MQwIPGYyiO",From TheAthletic An Arnold Amateur Strongman champion a sumo wrestler two tribesmen an openly gay defensive lineman a 30something father of three Meet college footballs most interesting team also in Colorado but not Deions squad
tweetImg92,You can restore your baking sheets’ shine with a fair amount of hard scrubbing. But there’s good news: Your dingy baking sheets are actually fine –– maybe even better –– just the way they are. https://t.co/ei8zuLtEYS https://t.co/T0WBxLKqTw,You can restore your baking sheets shine with a fair amount of hard scrubbing But theres good news Your dingy baking sheets are actually fine maybe even better just the way they are
tweetImg93,"Lee was a Category 1 hurricane on Thursday, according to the National Hurricane Center. Its ultimate path is looking even more certain, with landfall likely somewhere between Bar Harbor, Maine, and Halifax, Nova Scotia, late Saturday. Here's the latest. https://t.co/fI8OGVzF2I https://t.co/AjVe5FS2vB",Lee was a Category 1 hurricane on Thursday according to the National Hurricane Center Its ultimate path is looking even more certain with landfall likely somewhere between Bar Harbor Maine and Halifax Nova Scotia late Saturday Heres the latest
tweetImg94,"Breaking News: Hunter Biden was indicted on gun charges, a move that could put him on trial next year as his father runs for re-election. https://t.co/S2zPl8Zym9 https://t.co/7Y3h8Q7RhD",Breaking News Hunter Biden was indicted on gun charges a move that could put him on trial next year as his father runs for reelection
tweetImg95,"Derna, on Libya’s northeast coast, was inundated with floodwaters that killed thousands after Storm Daniel made landfall on Sunday. Heavy rain caused two dams to break, devastating the city. It is unclear how much aid has made it to those in need. https://t.co/9VzdagLEbH https://t.co/i1sVoWYW3Z",Derna on Libyas northeast coast was inundated with floodwaters that killed thousands after Storm Daniel made landfall on Sunday Heavy rain caused two dams to break devastating the city It is unclear how much aid has made it to those in need
tweetImg96,"See the looks from the NYFW parties.

The Kering Foundation held a benefit with Oprah and Salma Hayek Pinault. Guests, like Sofia Coppola and Jared Leto, celebrated a very expensive face cream. Oscar Isaac told us, ""I never do not feel beautiful."" https://t.co/NmvayyWOvL https://t.co/3NDdAmZD0T",See the looks from the NYFW parties The Kering Foundation held a benefit with Oprah and Salma Hayek Pinault Guests like Sofia Coppola and Jared Leto celebrated a very expensive face cream Oscar Isaac told us I never do not feel beautiful
tweetImg97,"""One of the very best. I eat this for lunch at least once a week (usually more).""

Those 6,000 ⭐⭐⭐⭐⭐ ratings for this recipe for Creamy White Beans With Herb Oil can't be wrong. https://t.co/5Ti6m7vbHT https://t.co/8WNlBQdcKZ",One of the very best I eat this for lunch at least once a week usually more Those 6000 ratings for this recipe for Creamy White Beans With Herb Oil cant be wrong
tweetImg98,These are very good gifts for very good dogs — all vetted by @Wirecutter’s pet-loving staffers. https://t.co/79AK52vRB9 https://t.co/75jN2ajywY,These are very good gifts for very good dogs all vetted by Wirecutters petloving staffers
tweetImg99,"From @TheAthletic: Prime Time is a character designed to steal the spotlight, to get people talking.

But what about Deion? We spoke to Sanders's baseball teammates, and according to them, that’s a different story.
https://t.co/3MD624Gnpw https://t.co/asOllSKC9r",From TheAthletic Prime Time is a character designed to steal the spotlight to get people talking But what about Deion We spoke to Sanderss baseball teammates and according to them thats a different story
tweetImg100,"""This has to be the most delicious pasta dish I’ve ever had, let alone cooked.""

In less than half an hour, you’ll be feasting on crisp-skinned salmon and delicate noodles dotted with caramelized tomatoes and fresh basil. https://t.co/hbqT3kaG12 https://t.co/PZsC3jk5QP",This has to be the most delicious pasta dish Ive ever had let alone cooked In less than half an hour youll be feasting on crispskinned salmon and delicate noodles dotted with caramelized tomatoes and fresh basil
tweetImg101,Connections is a daily game about finding common threads between words. Players must select four groups of four words without making more than four mistakes. https://t.co/Z1VyzQszLu https://t.co/c3RpOJBdj1,Connections is a daily game about finding common threads between words Players must select four groups of four words without making more than four mistakes
tweetImg102,"A self-proclaimed UFO researcher showed members of Mexico’s Congress what he claimed were two mummified specimens of extraterrestrial beings. “These are nonhuman beings who are not part of our terrestrial evolution,” he said under oath. https://t.co/f9CCP23nea https://t.co/FJB8l9sbJP",A selfproclaimed UFO researcher showed members of Mexicos Congress what he claimed were two mummified specimens of extraterrestrial beings These are nonhuman beings who are not part of our terrestrial evolution he said under oath
tweetImg103,"Yoda, a 4-year-old Belgian Malinois, was part of the team that captured Danelo Cavalcante, a convicted murderer who eluded authorities in the Philadelphia suburbs for two weeks after he escaped from prison.
https://t.co/VWAbFSg1Wg https://t.co/v1h66TRsMp",Yoda a 4yearold Belgian Malinois was part of the team that captured Danelo Cavalcante a convicted murderer who eluded authorities in the Philadelphia suburbs for two weeks after he escaped from prison
